1 [[1, 1], [1, 1]]
2707 [[0, 2, 1], [2, 1, 0], [1, 0, 2]]
2709 [[0, 1], [0, 1]]
2710 [[0, 1], [1, 0]]
2712 [[0, 1], [0, 1]]
2714 [[0, 1], [1, 0]]
2716 [[0, 1], [0, 1]]
2720 [[0, 1], [0, 1]]
2722 [[0, 1], [1, 0]]
2724 [[0, 1], [0, 1]]
2725 [[0, 1], [1, 0]]
2728 [[0, 1], [0, 1]]
2733 [[0, 1], [0, 0]]
2734 [[0, 2, 1], [2, 1, 0], [1, 0, 2]]
2736 [[0, 1], [0, 1]]
2737 [[0, 1], [1, 0]]
2739 [[0, 1], [0, 1]]
2741 [[0, 1], [1, 0]]
2743 [[0, 1], [0, 1]]
2744 [[0, 1], [1, 0]]
2746 [[0, 1], [0, 1]]
2749 [[0, 1], [0, 1]]
2753 [[0, 1], [0, 1]]
2755 [[0, 1], [1, 0]]
2757 [[0, 1], [0, 1]]
2761 [[0, 1], [0, 1]]
2765 [[0, 1], [0, 1]]
2770 [[0, 1], [0, 1]]
2774 [[1, 1], [0, 1]]
2776 [[1, 0], [0, 1]]
2778 [[0, 1], [0, 1]]
2779 [[0, 1], [1, 0]]
2782 [[0, 1], [0, 1]]
2787 [[0, 1], [0, 1]]
2789 [[0, 1], [1, 0]]
2791 [[0, 1], [0, 1]]
2795 [[0, 1], [0, 1]]
2799 [[0, 1], [0, 1]]
2804 [[0, 1], [0, 1]]
2805 [[0, 1], [1, 0]]
2808 [[0, 1], [0, 1]]
2812 [[0, 1], [0, 1]]
2816 [[0, 1], [0, 1]]
2821 [[0, 1], [0, 1]]
2826 [[0, 1], [0, 1]]
2831 [[0, 1], [0, 1]]
2836 [[0, 1], [0, 1]]
2841 [[0, 1], [0, 1]]
2847 [[0, 1], [1, 1]]
2848 [[0, 0], [1, 1]]
2849 [[0, 0], [1, 1]]
2850 [[1, 0], [0, 1]]
2851 [[0, 0], [1, 1]]
2852 [[0, 1], [0, 1]]
2853 [[0, 1], [1, 0]]
2854 [[0, 0], [1, 1]]
2855 [[0, 1], [0, 1]]
2856 [[0, 0], [1, 1]]
2857 [[0, 0], [1, 1]]
2858 [[0, 1], [0, 1]]
2859 [[0, 0], [1, 1]]
2860 [[0, 0], [1, 1]]
2861 [[0, 0], [1, 1]]
2862 [[0, 1], [0, 1]]
2863 [[1, 0], [0, 1]]
2864 [[0, 0], [1, 1]]
2865 [[1, 0], [0, 1]]
2866 [[0, 0], [1, 1]]
2867 [[0, 0], [1, 1]]
2868 [[0, 1], [0, 1]]
2869 [[0, 0], [1, 1]]
2870 [[0, 0], [1, 1]]
2871 [[0, 0], [1, 1]]
2872 [[0, 0], [1, 1]]
2873 [[0, 0], [1, 1]]
2874 [[0, 0], [1, 1]]
2875 [[0, 0], [1, 1]]
2876 [[0, 0], [1, 1]]
2877 [[0, 0], [1, 1]]
2878 [[0, 0], [1, 1]]
2879 [[0, 0], [1, 1]]
2880 [[1, 0], [0, 1]]
2881 [[0, 0], [1, 1]]
2882 [[0, 1], [0, 1]]
2883 [[0, 0], [1, 1]]
2884 [[0, 0], [1, 1]]
2885 [[0, 0], [1, 1]]
2886 [[0, 1], [0, 1]]
2887 [[0, 0], [1, 1]]
2888 [[1, 0], [0, 1]]
2889 [[0, 0], [1, 1]]
2890 [[0, 1], [0, 1]]
2891 [[1, 0], [0, 1]]
2892 [[0, 0], [1, 1]]
2893 [[0, 0], [1, 1]]
2894 [[0, 1], [0, 1]]
2895 [[0, 0], [1, 1]]
2896 [[0, 0], [1, 1]]
2897 [[0, 0], [1, 1]]
2898 [[0, 0], [1, 1]]
2899 [[0, 1], [0, 1]]
2900 [[1, 0], [0, 1]]
2902 [[1, 0], [0, 1]]
2903 [[3, 1, 4, 2, 0], [0, 2, 3, 4, 1], [1, 4, 0, 3, 2], [4, 0, 2, 1, 3], [2, 3, 1, 0, 4]]
2905 [[0, 1], [0, 1]]
2909 [[1, 0], [0, 1]]
2910 [[0, 4, 1, 2, 3], [3, 1, 0, 4, 2], [4, 3, 2, 0, 1], [1, 2, 4, 3, 0], [2, 0, 3, 1, 4]]
2912 [[0, 1], [0, 1]]
2913 [[1, 0], [0, 1]]
2915 [[0, 1], [0, 1]]
2917 [[0, 1], [1, 0]]
2919 [[0, 1], [0, 1]]
2923 [[0, 1], [0, 1]]
2925 [[1, 0], [0, 1]]
2927 [[0, 1], [0, 1]]
2928 [[1, 0], [0, 1]]
2931 [[0, 1], [0, 1]]
2936 [[0, 1], [0, 1]]
2937 [[2, 1, 3, 1], [0, 3, 0, 2], [3, 0, 1, 3], [1, 2, 2, 0]]
2939 [[0, 1], [0, 1]]
2940 [[1, 0], [0, 1]]
2942 [[0, 1], [0, 1]]
2944 [[1, 0], [0, 1]]
2946 [[0, 1], [0, 1]]
2947 [[1, 0], [0, 1]]
2949 [[0, 1], [0, 1]]
2952 [[0, 1], [0, 1]]
2956 [[0, 1], [0, 1]]
2958 [[0, 1], [1, 0]]
2960 [[0, 1], [0, 1]]
2964 [[0, 1], [0, 1]]
2968 [[0, 1], [0, 1]]
2973 [[0, 1], [0, 1]]
2977 [[0, 1], [0, 1]]
2979 [[1, 0], [0, 1]]
2981 [[0, 1], [0, 1]]
2982 [[1, 0], [0, 1]]
2985 [[0, 1], [0, 1]]
2990 [[0, 1], [0, 1]]
2992 [[1, 0], [0, 1]]
2994 [[0, 1], [0, 1]]
2998 [[0, 1], [0, 1]]
3002 [[0, 1], [0, 1]]
3007 [[0, 1], [0, 1]]
3008 [[1, 0], [0, 1]]
3011 [[0, 1], [0, 1]]
3015 [[0, 1], [0, 1]]
3019 [[0, 1], [0, 1]]
3024 [[0, 1], [0, 1]]
3029 [[0, 1], [0, 1]]
3034 [[0, 1], [0, 1]]
3039 [[0, 1], [0, 1]]
3044 [[0, 1], [0, 1]]
3050 [[0, 1], [1, 1]]
3051 [[0, 0], [1, 1]]
3052 [[0, 0], [1, 1]]
3053 [[1, 0], [0, 1]]
3054 [[0, 0], [1, 1]]
3055 [[0, 0], [1, 1]]
3056 [[1, 0], [0, 1]]
3057 [[0, 0], [1, 1]]
3058 [[0, 0], [1, 1]]
3059 [[1, 1], [0, 0]]
3060 [[0, 0], [1, 1]]
3061 [[0, 1], [0, 1]]
3062 [[0, 0], [1, 1]]
3063 [[0, 0], [1, 1]]
3064 [[1, 1], [0, 0]]
3065 [[0, 0], [1, 1]]
3066 [[0, 0], [1, 1]]
3067 [[0, 0], [1, 1]]
3068 [[0, 0], [1, 1]]
3069 [[0, 0], [1, 1]]
3070 [[0, 0], [1, 1]]
3071 [[0, 1], [0, 1]]
3072 [[0, 0], [1, 1]]
3073 [[1, 1], [0, 0]]
3074 [[0, 0], [1, 1]]
3075 [[0, 0], [1, 1]]
3076 [[0, 0], [1, 1]]
3077 [[0, 0], [1, 1]]
3078 [[0, 0], [1, 1]]
3079 [[0, 0], [1, 1]]
3080 [[0, 0], [1, 1]]
3081 [[0, 0], [1, 1]]
3082 [[0, 0], [1, 1]]
3083 [[0, 0], [1, 1]]
3084 [[0, 0], [1, 1]]
3085 [[0, 0], [1, 1]]
3086 [[1, 1], [0, 0]]
3087 [[1, 1], [0, 0]]
3088 [[1, 1], [0, 0]]
3089 [[0, 0], [1, 1]]
3090 [[1, 1], [0, 0]]
3091 [[0, 0], [1, 1]]
3092 [[1, 1], [0, 0]]
3093 [[0, 0], [1, 1]]
3094 [[1, 1], [0, 0]]
3095 [[0, 0], [1, 1]]
3096 [[1, 1], [0, 0]]
3097 [[0, 1], [0, 1]]
3098 [[0, 0], [1, 1]]
3099 [[0, 0], [1, 1]]
3100 [[0, 0], [1, 1]]
3101 [[0, 0], [1, 1]]
3102 [[0, 1], [0, 1]]
3103 [[1, 0], [0, 1]]
3105 [[1, 0], [0, 1]]
3106 [[3, 2, 2, 1], [2, 1, 0, 2], [0, 0, 3, 3], [1, 3, 1, 0]]
3108 [[0, 1], [0, 1]]
3112 [[1, 0], [0, 1]]
3113 [[0, 1, 2], [2, 0, 1], [1, 2, 0]]
3115 [[0, 1], [0, 0]]
3116 [[1, 0], [0, 1]]
3118 [[0, 1], [0, 1]]
3120 [[1, 0], [0, 1]]
3122 [[0, 1], [0, 1]]
3126 [[0, 1], [0, 1]]
3128 [[0, 1], [1, 0]]
3130 [[0, 1], [0, 1]]
3131 [[0, 1], [1, 0]]
3134 [[0, 1], [0, 1]]
3139 [[0, 1], [0, 1]]
3140 [[2, 0, 3, 1, 4], [0, 3, 1, 4, 2], [3, 1, 4, 2, 0], [1, 4, 2, 0, 3], [4, 2, 0, 3, 1]]
3142 [[0, 1], [0, 0]]
3143 [[0, 1], [1, 0]]
3145 [[0, 1], [0, 0]]
3147 [[0, 1], [1, 0]]
3149 [[0, 1], [0, 1]]
3150 [[1, 0], [0, 1]]
3152 [[0, 1], [0, 1]]
3155 [[0, 1], [0, 1]]
3159 [[0, 1], [0, 1]]
3161 [[1, 0], [0, 1]]
3163 [[0, 1], [0, 1]]
3167 [[0, 1], [0, 1]]
3171 [[0, 1], [0, 1]]
3176 [[0, 1], [0, 1]]
3180 [[0, 1], [0, 1]]
3182 [[0, 1], [1, 0]]
3184 [[0, 1], [0, 1]]
3185 [[0, 1], [1, 0]]
3188 [[0, 1], [0, 1]]
3193 [[0, 1], [0, 1]]
3195 [[1, 0], [0, 1]]
3197 [[0, 1], [0, 1]]
3201 [[0, 1], [0, 1]]
3205 [[0, 1], [0, 1]]
3210 [[0, 1], [0, 1]]
3211 [[0, 1], [1, 0]]
3214 [[1, 0], [0, 1]]
3218 [[0, 1], [0, 1]]
3222 [[0, 1], [0, 1]]
3227 [[0, 1], [0, 1]]
3232 [[0, 1], [0, 1]]
3237 [[0, 1], [0, 1]]
3242 [[0, 1], [0, 1]]
3247 [[0, 1], [0, 1]]
3253 [[0, 0], [0, 1]]
3254 [[0, 0], [1, 1]]
3255 [[1, 1], [0, 0]]
3256 [[0, 0], [1, 1]]
3257 [[0, 0], [1, 1]]
3258 [[1, 1], [1, 1]]
3259 [[0, 0], [1, 1]]
3260 [[0, 0], [1, 1]]
3261 [[0, 0], [1, 1]]
3262 [[0, 0], [1, 1]]
3263 [[0, 0], [1, 1]]
3264 [[0, 0], [1, 1]]
3265 [[0, 0], [1, 1]]
3266 [[0, 0], [1, 1]]
3267 [[0, 0], [1, 1]]
3268 [[0, 1], [0, 1]]
3269 [[1, 1], [0, 1]]
3270 [[0, 0], [0, 0]]
3271 [[0, 1], [0, 1]]
3272 [[0, 0], [0, 0]]
3273 [[1, 1], [1, 1]]
3274 [[0, 1], [0, 1]]
3275 [[1, 1], [0, 1]]
3276 [[0, 1], [0, 0]]
3277 [[1, 1], [1, 1]]
3278 [[0, 1], [0, 1]]
3279 [[0, 1], [0, 0]]
3280 [[0, 0], [0, 0]]
3281 [[0, 1], [0, 1]]
3282 [[0, 0], [1, 0]]
3283 [[1, 1], [1, 1]]
3284 [[0, 1], [0, 1]]
3285 [[0, 0], [1, 0]]
3286 [[0, 1], [0, 0]]
3287 [[0, 0], [0, 0]]
3288 [[0, 1], [0, 1]]
3289 [[1, 1], [0, 1]]
3290 [[0, 1], [0, 0]]
3291 [[1, 1], [1, 1]]
3292 [[0, 1], [0, 1]]
3293 [[0, 1], [0, 0]]
3294 [[0, 1], [1, 0]]
3295 [[0, 0], [0, 0]]
3296 [[0, 1], [0, 1]]
3297 [[0, 1], [1, 0]]
3298 [[0, 0], [0, 0]]
3299 [[0, 0], [0, 0]]
3300 [[1, 1], [1, 1]]
3301 [[0, 0], [0, 0]]
3302 [[0, 0], [0, 0]]
3303 [[0, 1], [0, 0]]
3304 [[0, 0], [0, 0]]
3305 [[0, 0], [1, 1]]
3306 [[0, 1], [0, 1]]
3307 [[0, 0], [0, 0]]
3308 [[0, 1], [1, 0]]
3309 [[0, 0], [1, 1]]
3310 [[0, 0], [0, 0]]
3311 [[1, 1], [0, 0]]
3312 [[0, 1], [0, 1]]
3313 [[0, 0], [1, 1]]
3314 [[0, 0], [0, 0]]
3315 [[0, 0], [1, 1]]
3316 [[0, 0], [1, 0]]
3317 [[0, 0], [0, 0]]
3318 [[0, 0], [0, 1]]
3319 [[0, 0], [1, 0]]
3320 [[0, 0], [0, 0]]
3321 [[0, 0], [0, 0]]
3322 [[0, 0], [0, 0]]
3323 [[0, 0], [0, 0]]
3324 [[0, 0], [0, 0]]
3325 [[0, 0], [1, 1]]
3326 [[0, 0], [0, 0]]
3327 [[1, 1], [0, 0]]
3328 [[0, 0], [0, 0]]
3329 [[0, 0], [0, 0]]
3330 [[0, 0], [1, 1]]
3331 [[0, 0], [0, 0]]
3332 [[0, 0], [0, 0]]
3333 [[0, 0], [0, 0]]
3334 [[0, 1], [0, 1]]
3335 [[0, 0], [1, 1]]
3336 [[0, 0], [0, 0]]
3337 [[0, 0], [0, 0]]
3338 [[0, 0], [0, 0]]
3339 [[0, 0], [0, 0]]
3340 [[0, 0], [1, 1]]
3341 [[0, 0], [0, 0]]
3342 [[0, 0], [0, 1]]
3343 [[0, 0], [0, 0]]
3344 [[0, 0], [0, 0]]
3345 [[0, 1], [1, 1]]
3346 [[1, 1], [1, 1]]
3347 [[0, 0], [0, 0]]
3348 [[0, 0], [0, 0]]
3349 [[0, 0], [0, 0]]
3350 [[0, 0], [0, 0]]
3351 [[0, 0], [0, 0]]
3352 [[0, 1], [1, 1]]
3353 [[0, 1], [1, 0]]
3354 [[0, 0], [0, 0]]
3355 [[0, 0], [0, 0]]
3356 [[0, 0], [0, 0]]
3357 [[0, 0], [0, 0]]
3358 [[0, 0], [0, 0]]
3359 [[0, 1], [0, 1]]
3360 [[0, 0], [0, 0]]
3361 [[0, 0], [0, 0]]
3362 [[0, 0], [0, 0]]
3363 [[0, 1], [0, 1]]
3364 [[0, 0], [0, 0]]
3365 [[0, 0], [0, 0]]
3366 [[0, 0], [0, 0]]
3367 [[0, 1], [0, 1]]
3368 [[0, 0], [0, 0]]
3369 [[0, 0], [0, 0]]
3370 [[0, 0], [0, 0]]
3371 [[0, 1], [0, 1]]
3372 [[0, 0], [0, 0]]
3373 [[0, 0], [0, 0]]
3374 [[0, 0], [0, 0]]
3375 [[1, 0], [1, 0]]
3376 [[0, 0], [0, 0]]
3377 [[0, 0], [0, 0]]
3378 [[0, 0], [0, 0]]
3379 [[0, 0], [0, 0]]
3380 [[0, 0], [0, 0]]
3381 [[0, 0], [0, 0]]
3382 [[0, 0], [0, 0]]
3383 [[1, 1], [1, 1]]
3384 [[0, 1], [0, 1]]
3385 [[0, 0], [0, 0]]
3386 [[0, 0], [0, 0]]
3387 [[0, 0], [0, 0]]
3388 [[0, 0], [0, 0]]
3389 [[0, 0], [0, 0]]
3390 [[0, 0], [0, 0]]
3391 [[0, 0], [0, 0]]
3392 [[1, 0], [1, 0]]
3393 [[0, 0], [0, 0]]
3394 [[0, 0], [0, 0]]
3395 [[0, 0], [0, 0]]
3396 [[0, 0], [0, 0]]
3397 [[0, 1], [0, 1]]
3398 [[0, 0], [0, 0]]
3399 [[1, 1], [1, 1]]
3400 [[0, 0], [0, 0]]
3401 [[0, 0], [0, 0]]
3402 [[0, 0], [0, 0]]
3403 [[0, 0], [0, 0]]
3404 [[0, 0], [0, 0]]
3405 [[0, 1], [0, 1]]
3406 [[0, 0], [0, 0]]
3407 [[0, 0], [0, 0]]
3408 [[0, 0], [0, 0]]
3409 [[1, 0], [1, 0]]
3410 [[0, 0], [0, 0]]
3411 [[0, 0], [0, 0]]
3412 [[0, 0], [0, 0]]
3413 [[0, 0], [0, 0]]
3414 [[0, 0], [0, 0]]
3415 [[0, 0], [0, 0]]
3416 [[0, 0], [0, 0]]
3417 [[0, 0], [0, 0]]
3418 [[0, 1], [0, 1]]
3419 [[0, 0], [0, 0]]
3420 [[0, 0], [0, 0]]
3421 [[0, 0], [0, 0]]
3422 [[0, 1], [0, 1]]
3423 [[0, 0], [0, 0]]
3424 [[0, 0], [0, 0]]
3425 [[0, 0], [0, 0]]
3426 [[1, 0], [1, 0]]
3427 [[0, 0], [0, 0]]
3428 [[0, 0], [0, 0]]
3429 [[0, 0], [0, 0]]
3430 [[0, 0], [0, 0]]
3431 [[1, 0], [1, 0]]
3432 [[0, 0], [0, 0]]
3433 [[0, 0], [0, 0]]
3434 [[0, 0], [0, 0]]
3435 [[1, 1], [1, 1]]
3436 [[1, 1], [1, 1]]
3437 [[0, 0], [0, 0]]
3438 [[0, 0], [0, 0]]
3439 [[0, 0], [0, 0]]
3440 [[0, 0], [0, 0]]
3441 [[1, 0], [1, 0]]
3442 [[0, 0], [0, 0]]
3443 [[0, 0], [0, 0]]
3444 [[0, 0], [0, 0]]
3445 [[0, 0], [0, 0]]
3446 [[1, 0], [1, 0]]
3447 [[0, 0], [0, 0]]
3448 [[0, 0], [0, 0]]
3449 [[0, 0], [0, 0]]
3450 [[0, 0], [0, 0]]
3451 [[0, 0], [0, 0]]
3452 [[0, 0], [0, 0]]
3453 [[0, 0], [0, 0]]
3454 [[0, 0], [0, 0]]
3455 [[0, 0], [0, 0]]
3456 [[0, 0], [0, 1]]
3457 [[0, 0], [1, 1]]
3458 [[1, 1], [0, 1]]
3459 [[1, 0], [0, 1]]
3460 [[1, 1], [1, 1]]
3461 [[0, 1], [0, 1]]
3462 [[1, 0], [0, 1]]
3463 [[1, 1], [1, 1]]
3464 [[1, 1], [1, 1]]
3465 [[0, 0], [1, 1]]
3466 [[0, 0], [1, 1]]
3467 [[0, 1], [0, 1]]
3468 [[0, 0], [1, 1]]
3469 [[0, 0], [1, 1]]
3470 [[0, 0], [1, 1]]
3471 [[0, 1], [0, 1]]
3472 [[1, 1], [1, 1]]
3473 [[1, 1], [1, 1]]
3474 [[0, 1], [0, 1]]
3475 [[0, 0], [0, 0]]
3476 [[1, 1], [1, 1]]
3477 [[0, 1], [0, 1]]
3478 [[0, 0], [0, 0]]
3479 [[0, 0], [0, 0]]
3480 [[0, 0], [0, 0]]
3481 [[0, 1], [0, 1]]
3482 [[1, 1], [0, 1]]
3483 [[1, 1], [1, 1]]
3484 [[1, 1], [1, 1]]
3485 [[1, 0], [0, 1]]
3486 [[0, 0], [0, 0]]
3487 [[0, 1], [0, 1]]
3488 [[0, 1], [0, 0]]
3489 [[0, 1], [0, 0]]
3490 [[1, 1], [1, 1]]
3491 [[0, 1], [0, 1]]
3492 [[0, 0], [0, 0]]
3493 [[0, 0], [0, 0]]
3494 [[0, 0], [0, 0]]
3495 [[0, 1], [0, 1]]
3496 [[0, 1], [0, 0]]
3497 [[0, 1], [1, 0]]
3498 [[0, 0], [0, 0]]
3499 [[0, 1], [0, 1]]
3500 [[0, 1], [1, 0]]
3501 [[0, 0], [0, 0]]
3502 [[0, 0], [0, 0]]
3503 [[0, 1], [0, 1]]
3504 [[0, 1], [0, 0]]
3505 [[0, 0], [0, 0]]
3506 [[0, 0], [0, 0]]
3507 [[0, 0], [0, 0]]
3508 [[0, 0], [0, 0]]
3509 [[0, 0], [1, 1]]
3510 [[0, 0], [1, 1]]
3511 [[0, 0], [0, 0]]
3512 [[0, 0], [1, 1]]
3513 [[0, 0], [0, 0]]
3514 [[0, 0], [1, 1]]
3515 [[0, 0], [0, 0]]
3516 [[0, 0], [1, 1]]
3517 [[0, 0], [1, 1]]
3518 [[0, 0], [1, 1]]
3519 [[0, 0], [1, 1]]
3520 [[0, 0], [1, 1]]
3521 [[1, 1], [1, 1]]
3522 [[0, 1], [0, 1]]
3523 [[0, 0], [1, 1]]
3524 [[0, 0], [1, 1]]
3525 [[0, 0], [1, 1]]
3526 [[0, 0], [0, 0]]
3527 [[0, 0], [0, 0]]
3528 [[0, 0], [0, 0]]
3529 [[0, 0], [1, 1]]
3530 [[0, 0], [0, 0]]
3531 [[0, 0], [0, 0]]
3532 [[0, 0], [1, 1]]
3533 [[0, 0], [1, 1]]
3534 [[0, 0], [1, 1]]
3535 [[0, 0], [0, 0]]
3536 [[0, 0], [1, 1]]
3537 [[0, 0], [1, 1]]
3538 [[0, 0], [1, 1]]
3539 [[0, 0], [1, 1]]
3540 [[0, 0], [0, 0]]
3541 [[0, 0], [0, 0]]
3542 [[0, 0], [0, 0]]
3543 [[0, 0], [0, 0]]
3544 [[0, 0], [0, 0]]
3545 [[0, 0], [0, 1]]
3546 [[1, 1], [1, 1]]
3547 [[0, 0], [0, 0]]
3548 [[0, 0], [0, 1]]
3549 [[0, 0], [0, 1]]
3550 [[0, 0], [0, 0]]
3551 [[0, 0], [0, 0]]
3552 [[0, 0], [0, 0]]
3553 [[0, 0], [0, 0]]
3554 [[0, 0], [0, 0]]
3555 [[0, 0], [0, 1]]
3556 [[0, 0], [0, 1]]
3557 [[0, 0], [0, 0]]
3558 [[1, 1], [1, 1]]
3559 [[0, 1], [0, 1]]
3560 [[0, 0], [0, 0]]
3561 [[0, 0], [0, 0]]
3562 [[0, 0], [0, 0]]
3563 [[0, 0], [0, 0]]
3564 [[0, 0], [0, 0]]
3565 [[0, 0], [0, 0]]
3566 [[0, 0], [0, 0]]
3567 [[0, 0], [0, 0]]
3568 [[0, 0], [0, 0]]
3569 [[0, 0], [0, 0]]
3570 [[0, 0], [0, 0]]
3571 [[0, 0], [0, 0]]
3572 [[0, 0], [0, 0]]
3573 [[1, 0], [0, 1]]
3574 [[0, 1], [0, 1]]
3575 [[0, 0], [0, 0]]
3576 [[0, 0], [0, 0]]
3577 [[0, 0], [0, 0]]
3578 [[0, 0], [0, 0]]
3579 [[0, 0], [0, 0]]
3580 [[1, 1], [1, 1]]
3581 [[0, 0], [0, 0]]
3582 [[0, 0], [0, 0]]
3583 [[0, 1], [0, 1]]
3584 [[0, 0], [0, 0]]
3585 [[0, 0], [0, 0]]
3586 [[0, 0], [0, 0]]
3587 [[0, 0], [0, 0]]
3588 [[0, 0], [0, 0]]
3589 [[0, 0], [0, 0]]
3590 [[0, 0], [0, 0]]
3591 [[0, 0], [0, 0]]
3592 [[0, 0], [0, 0]]
3593 [[0, 0], [0, 0]]
3594 [[0, 0], [0, 0]]
3595 [[0, 1], [0, 1]]
3596 [[0, 0], [0, 0]]
3597 [[0, 0], [0, 0]]
3598 [[0, 0], [0, 0]]
3599 [[0, 0], [0, 0]]
3600 [[0, 0], [0, 0]]
3601 [[0, 0], [0, 0]]
3602 [[0, 0], [0, 0]]
3603 [[0, 0], [0, 0]]
3604 [[0, 0], [0, 0]]
3605 [[0, 0], [0, 0]]
3606 [[0, 0], [0, 0]]
3607 [[0, 0], [0, 0]]
3608 [[0, 0], [0, 0]]
3609 [[0, 0], [0, 0]]
3610 [[0, 0], [0, 0]]
3611 [[0, 0], [0, 0]]
3612 [[0, 0], [0, 0]]
3613 [[0, 0], [0, 0]]
3614 [[0, 0], [0, 0]]
3615 [[0, 0], [0, 0]]
3616 [[0, 0], [0, 0]]
3617 [[0, 0], [0, 0]]
3618 [[0, 0], [0, 0]]
3619 [[0, 0], [0, 0]]
3620 [[0, 0], [0, 0]]
3621 [[0, 0], [0, 0]]
3622 [[0, 0], [0, 0]]
3623 [[0, 0], [0, 0]]
3624 [[0, 0], [0, 0]]
3625 [[0, 1], [0, 1]]
3626 [[0, 0], [0, 0]]
3627 [[0, 0], [0, 0]]
3628 [[0, 0], [0, 0]]
3629 [[0, 0], [0, 0]]
3630 [[0, 0], [0, 0]]
3631 [[0, 0], [0, 0]]
3632 [[0, 0], [0, 0]]
3633 [[0, 0], [0, 0]]
3634 [[0, 1], [0, 1]]
3635 [[0, 0], [0, 0]]
3636 [[0, 0], [0, 0]]
3637 [[0, 0], [0, 0]]
3638 [[0, 0], [0, 0]]
3639 [[0, 0], [0, 0]]
3640 [[0, 0], [0, 0]]
3641 [[0, 0], [0, 0]]
3642 [[0, 0], [0, 0]]
3643 [[0, 0], [0, 0]]
3644 [[0, 0], [0, 0]]
3645 [[0, 0], [0, 0]]
3646 [[0, 0], [0, 0]]
3647 [[0, 0], [0, 0]]
3648 [[0, 0], [0, 0]]
3649 [[0, 1], [0, 1]]
3650 [[0, 0], [0, 0]]
3651 [[0, 0], [0, 0]]
3652 [[0, 0], [0, 0]]
3653 [[0, 0], [0, 0]]
3654 [[0, 0], [0, 0]]
3655 [[0, 0], [0, 0]]
3656 [[0, 0], [0, 0]]
3657 [[0, 0], [0, 0]]
3658 [[0, 0], [0, 0]]
3659 [[0, 0], [0, 1]]
3660 [[0, 0], [1, 1]]
3661 [[0, 1], [0, 1]]
3662 [[0, 0], [1, 1]]
3663 [[0, 0], [1, 1]]
3664 [[0, 0], [1, 1]]
3665 [[1, 1], [0, 1]]
3666 [[0, 0], [1, 1]]
3667 [[0, 1], [0, 1]]
3668 [[0, 0], [1, 1]]
3669 [[0, 0], [1, 1]]
3670 [[0, 1], [0, 1]]
3671 [[0, 0], [0, 0]]
3672 [[0, 0], [1, 1]]
3673 [[0, 0], [1, 1]]
3674 [[0, 1], [0, 1]]
3675 [[1, 0], [0, 1]]
3676 [[0, 0], [0, 0]]
3677 [[1, 0], [1, 1]]
3678 [[1, 1], [0, 1]]
3679 [[0, 0], [0, 0]]
3680 [[0, 1], [0, 1]]
3681 [[0, 0], [0, 0]]
3682 [[0, 1], [0, 0]]
3683 [[0, 0], [0, 0]]
3684 [[0, 1], [0, 1]]
3685 [[1, 0], [1, 1]]
3686 [[0, 0], [1, 0]]
3687 [[0, 1], [0, 1]]
3688 [[0, 0], [0, 0]]
3689 [[0, 0], [0, 0]]
3690 [[0, 1], [0, 1]]
3691 [[0, 0], [0, 0]]
3692 [[0, 0], [0, 0]]
3693 [[0, 0], [1, 0]]
3694 [[0, 1], [0, 1]]
3695 [[1, 1], [1, 1]]
3696 [[0, 0], [0, 0]]
3697 [[0, 0], [0, 0]]
3698 [[0, 0], [0, 0]]
3699 [[0, 1], [0, 0]]
3700 [[0, 0], [1, 0]]
3701 [[0, 0], [0, 0]]
3702 [[0, 1], [0, 1]]
3703 [[0, 1], [1, 0]]
3704 [[0, 1], [0, 0]]
3705 [[0, 0], [0, 0]]
3706 [[0, 1], [0, 1]]
3707 [[0, 0], [0, 0]]
3708 [[0, 0], [0, 0]]
3709 [[0, 0], [0, 0]]
3710 [[0, 0], [0, 0]]
3711 [[0, 0], [1, 1]]
3712 [[0, 0], [1, 1]]
3713 [[0, 0], [1, 1]]
3714 [[0, 1], [1, 1]]
3715 [[0, 0], [1, 1]]
3716 [[0, 0], [1, 1]]
3717 [[0, 0], [1, 1]]
3718 [[0, 0], [1, 1]]
3719 [[0, 0], [1, 1]]
3720 [[0, 0], [1, 1]]
3721 [[0, 0], [0, 1]]
3722 [[0, 1], [0, 1]]
3723 [[0, 0], [1, 1]]
3724 [[0, 0], [0, 0]]
3725 [[0, 1], [0, 1]]
3726 [[1, 1], [1, 1]]
3727 [[0, 0], [1, 1]]
3728 [[0, 0], [1, 1]]
3729 [[0, 0], [1, 1]]
3730 [[0, 0], [1, 1]]
3731 [[0, 0], [1, 1]]
3732 [[0, 1], [0, 1]]
3733 [[1, 1], [1, 1]]
3734 [[0, 0], [0, 0]]
3735 [[0, 0], [1, 1]]
3736 [[0, 1], [0, 1]]
3737 [[0, 0], [1, 1]]
3738 [[0, 0], [1, 1]]
3739 [[0, 0], [0, 0]]
3740 [[0, 1], [0, 1]]
3741 [[0, 0], [1, 1]]
3742 [[0, 0], [0, 0]]
3743 [[0, 0], [0, 0]]
3744 [[0, 1], [0, 1]]
3745 [[0, 0], [0, 0]]
3746 [[0, 0], [1, 1]]
3747 [[1, 1], [1, 1]]
3748 [[0, 0], [0, 1]]
3749 [[0, 0], [0, 0]]
3750 [[1, 1], [1, 1]]
3751 [[0, 0], [0, 1]]
3752 [[0, 0], [0, 1]]
3753 [[0, 0], [0, 0]]
3754 [[1, 1], [1, 1]]
